Array,true:beta1,true:beta2,true:t_init,true:E_init,true:t_inflect,start:beta1,start:beta2,start:t_init,start:E_init,start:E_inflect,start:t_inflect
204,2.0300000000000002,0.12740600965917112,2020-02-15,1,2020-03-23,0.92,0.10396582540124655,2020-03-13,1,2020-03-23,2020-03-23
205,2.04,0.3737490464001894,2020-02-15,1,2020-03-23,0.77,0.4173406769987196,2020-03-03,1,2020-03-23,2020-03-23
206,2.05,0.24247583504766226,2020-02-15,1,2020-03-23,2.45,0.6474448624067008,2020-03-11,1,2020-03-23,2020-03-23
207,2.06,0.2653420208021999,2020-02-15,1,2020-03-23,0.36,0.3735047385562211,2020-02-16,1,2020-03-23,2020-03-23
208,2.07,0.4536061191931367,2020-02-15,1,2020-03-23,0.17,0.12414090754464269,2020-02-23,1,2020-03-23,2020-03-23
209,2.08,0.7713494863361121,2020-02-15,1,2020-03-23,0.48,0.41553445835597813,2020-02-18,1,2020-03-23,2020-03-23
210,2.09,0.4658177580684424,2020-02-15,1,2020-03-23,2.38,0.8353177022654563,2020-02-20,1,2020-03-23,2020-03-23
211,2.1,0.017239954322576523,2020-02-15,1,2020-03-23,0.62,0.5742353624664247,2020-02-26,1,2020-03-23,2020-03-23
212,2.11,0.31345135755836967,2020-02-15,1,2020-03-23,0.78,0.4474742638412863,2020-02-22,1,2020-03-23,2020-03-23
213,2.12,0.24045197200030088,2020-02-15,1,2020-03-23,1.83,0.5146126793697476,2020-03-08,1,2020-03-23,2020-03-23
214,2.13,0.02412220798432827,2020-02-15,1,2020-03-23,0.09,0.08324809628538787,2020-02-29,1,2020-03-23,2020-03-23
215,2.14,0.0649221420288086,2020-02-15,1,2020-03-23,1.73,0.597615712787956,2020-03-10,1,2020-03-23,2020-03-23
216,2.15,0.5911801645532251,2020-02-15,1,2020-03-23,1.98,0.945783578325063,2020-03-12,1,2020-03-23,2020-03-23
217,2.16,0.36283989883959294,2020-02-15,1,2020-03-23,0.39,0.5251644754316658,2020-02-25,1,2020-03-23,2020-03-23
218,2.17,0.06966403946280479,2020-02-15,1,2020-03-23,1.51,0.30952327442355454,2020-02-20,1,2020-03-23,2020-03-23
219,2.18,0.1994197640568018,2020-02-15,1,2020-03-23,1.42,0.2032953470479697,2020-02-18,1,2020-03-23,2020-03-23
220,2.19,0.4255020346492529,2020-02-15,1,2020-03-23,1.3,0.5801900969818234,2020-03-04,1,2020-03-23,2020-03-23
221,2.2,0.5886492274701596,2020-02-15,1,2020-03-23,1.29,0.43439304595813155,2020-03-01,1,2020-03-23,2020-03-23
222,2.21,0.5145565235987306,2020-02-15,1,2020-03-23,0.15,0.3126770935487002,2020-02-28,1,2020-03-23,2020-03-23
223,2.22,0.7106858266517521,2020-02-15,1,2020-03-23,1.73,0.14543826575390995,2020-03-01,1,2020-03-23,2020-03-23
224,2.23,0.026332964189350605,2020-02-15,1,2020-03-23,0.34,0.21238074521534145,2020-03-04,1,2020-03-23,2020-03-23
225,2.24,0.7376831715926528,2020-02-15,1,2020-03-23,0.64,0.8352719477843493,2020-02-22,1,2020-03-23,2020-03-23
226,2.25,0.026968040317296983,2020-02-15,1,2020-03-23,1.93,0.48069639317691326,2020-02-17,1,2020-03-23,2020-03-23
227,2.2600000000000002,0.4155233766883612,2020-02-15,1,2020-03-23,1.6500000000000001,0.6552314735017717,2020-02-18,1,2020-03-23,2020-03-23
228,2.27,0.06292189005762339,2020-02-15,1,2020-03-23,1.36,0.13039001799188554,2020-03-02,1,2020-03-23,2020-03-23
229,2.2800000000000002,0.2961265863850713,2020-02-15,1,2020-03-23,0.05,0.5524599275086075,2020-02-21,1,2020-03-23,2020-03-23
230,2.29,0.7733186576515436,2020-02-15,1,2020-03-23,0.98,0.5196071283426136,2020-02-25,1,2020-03-23,2020-03-23
231,2.3000000000000003,0.0030468817800283435,2020-02-15,1,2020-03-23,0.66,0.026470466051250696,2020-02-16,1,2020-03-23,2020-03-23
232,2.31,0.29836124889552595,2020-02-15,1,2020-03-23,0.04,0.2657076057512313,2020-03-12,1,2020-03-23,2020-03-23
233,2.32,0.2974768914282322,2020-02-15,1,2020-03-23,2.16,0.7472800442483276,2020-03-02,1,2020-03-23,2020-03-23
234,2.33,0.1637918584048748,2020-02-15,1,2020-03-23,2.0100000000000002,0.13451541238464415,2020-02-17,1,2020-03-23,2020-03-23
235,2.34,0.42820455934852364,2020-02-15,1,2020-03-23,2.43,0.5354504627175629,2020-02-21,1,2020-03-23,2020-03-23
236,2.35,0.6201420240104198,2020-02-15,1,2020-03-23,1.11,0.9803267701063305,2020-02-23,1,2020-03-23,2020-03-23
237,2.36,0.08750518504530191,2020-02-15,1,2020-03-23,2.4,0.7386408194433898,2020-03-06,1,2020-03-23,2020-03-23
238,2.37,0.12237590830773115,2020-02-15,1,2020-03-23,0.55,0.22466987511143088,2020-02-24,1,2020-03-23,2020-03-23
239,2.38,0.7231599014252424,2020-02-15,1,2020-03-23,1.61,0.6356925901491195,2020-02-17,1,2020-03-23,2020-03-23
240,2.39,0.11115533225238323,2020-02-15,1,2020-03-23,0.8300000000000001,0.5255208627786487,2020-02-17,1,2020-03-23,2020-03-23
241,2.4,0.19650907050818206,2020-02-15,1,2020-03-23,1.79,0.3668132631573826,2020-03-05,1,2020-03-23,2020-03-23
242,2.41,0.42406634129583837,2020-02-15,1,2020-03-23,0.9,0.4515412610489875,2020-03-07,1,2020-03-23,2020-03-23
243,2.42,0.6796658610925079,2020-02-15,1,2020-03-23,1.44,0.37658149213530123,2020-02-24,1,2020-03-23,2020-03-23
244,2.43,0.007106291130185127,2020-02-15,1,2020-03-23,1.05,0.6361813948024064,2020-02-26,1,2020-03-23,2020-03-23
245,2.44,0.20384003557264807,2020-02-15,1,2020-03-23,1.3900000000000001,0.32360494160093367,2020-02-26,1,2020-03-23,2020-03-23
246,2.45,0.4743400981649757,2020-02-15,1,2020-03-23,1.86,0.5615780600346625,2020-02-21,1,2020-03-23,2020-03-23
247,2.46,0.24054879341274502,2020-02-15,1,2020-03-23,0.56,0.5770695856772363,2020-03-13,1,2020-03-23,2020-03-23
248,2.47,0.24246954172849655,2020-02-15,1,2020-03-23,1.69,0.9728532184381038,2020-02-15,1,2020-03-23,2020-03-23
249,2.48,0.3673533217981458,2020-02-15,1,2020-03-23,0.25,0.12412569462321699,2020-03-04,1,2020-03-23,2020-03-23
250,2.49,0.2952130639925599,2020-02-15,1,2020-03-23,0.16,0.38295951718464494,2020-02-28,1,2020-03-23,2020-03-23
251,2.5,0.5906042529270054,2020-02-15,1,2020-03-23,1.31,0.17701737396419048,2020-03-02,1,2020-03-23,2020-03-23
252,0,0.6277110978960991,2020-02-18,1,2020-03-23,0.64,0.2590029393322766,2020-03-03,1,2020-03-23,2020-03-23
253,0.01,0.7044988822191954,2020-02-18,1,2020-03-23,0.27,0.24227656773291528,2020-02-19,1,2020-03-23,2020-03-23
254,0.02,0.5643066149204969,2020-02-18,1,2020-03-23,1.78,0.02878021774813533,2020-02-23,1,2020-03-23,2020-03-23
255,0.03,0.2153141563758254,2020-02-18,1,2020-03-23,2.23,0.5965858809649944,2020-02-15,1,2020-03-23,2020-03-23
256,0.04,0.27007409669458865,2020-02-18,1,2020-03-23,1.53,0.6578720766119659,2020-02-26,1,2020-03-23,2020-03-23
257,0.05,0.6798592740669847,2020-02-18,1,2020-03-23,0.36,0.7357877765316516,2020-03-03,1,2020-03-23,2020-03-23
258,0.06,0.4231846656650305,2020-02-18,1,2020-03-23,1.42,0.028627724619582295,2020-03-06,1,2020-03-23,2020-03-23
259,0.07,0.40470626577734947,2020-02-18,1,2020-03-23,0.26,0.43593607819639146,2020-03-07,1,2020-03-23,2020-03-23
260,0.08,0.3131509283557534,2020-02-18,1,2020-03-23,2.23,0.607386173447594,2020-02-18,1,2020-03-23,2020-03-23
261,0.09,0.7364181337878108,2020-02-18,1,2020-03-23,0.72,0.53576251398772,2020-02-17,1,2020-03-23,2020-03-23
262,0.1,0.5251018257811666,2020-02-18,1,2020-03-23,1.5,0.6846034058835357,2020-02-16,1,2020-03-23,2020-03-23
263,0.11,0.3046748058870435,2020-02-18,1,2020-03-23,2.08,0.00450090179219842,2020-03-07,1,2020-03-23,2020-03-23
264,0.12,0.22135962620377542,2020-02-18,1,2020-03-23,0.78,0.04321275232359767,2020-02-28,1,2020-03-23,2020-03-23
265,0.13,0.7331074694171549,2020-02-18,1,2020-03-23,0.26,0.8534263065084815,2020-03-03,1,2020-03-23,2020-03-23
266,0.14,0.6634967014193536,2020-02-18,1,2020-03-23,1.83,0.9011510158888996,2020-02-15,1,2020-03-23,2020-03-23
267,0.15,0.14813205115497113,2020-02-18,1,2020-03-23,1.18,0.0967464956920594,2020-02-26,1,2020-03-23,2020-03-23
268,0.16,0.42106544934213164,2020-02-18,1,2020-03-23,2.22,0.9860213017091155,2020-03-06,1,2020-03-23,2020-03-23
269,0.17,0.7803070971742273,2020-02-18,1,2020-03-23,0.87,0.5495373518206179,2020-02-21,1,2020-03-23,2020-03-23
270,0.18,0.1518894948065281,2020-02-18,1,2020-03-23,1.17,0.5447261987719685,2020-02-23,1,2020-03-23,2020-03-23
271,0.19,0.5906622365117074,2020-02-18,1,2020-03-23,1.29,0.5508332177996635,2020-03-07,1,2020-03-23,2020-03-23
272,0.2,0.5765568401664496,2020-02-18,1,2020-03-23,1.09,0.8572468918282539,2020-03-12,1,2020-03-23,2020-03-23
273,0.21,0.3718468585982919,2020-02-18,1,2020-03-23,1.24,0.7100866709370166,2020-03-02,1,2020-03-23,2020-03-23
274,0.22,0.1310618918389082,2020-02-18,1,2020-03-23,1.2,0.796400842955336,2020-03-07,1,2020-03-23,2020-03-23
275,0.23,0.6708941604942084,2020-02-18,1,2020-03-23,0.18,0.3962294259108603,2020-03-01,1,2020-03-23,2020-03-23
276,0.24,0.5767820548266173,2020-02-18,1,2020-03-23,0.17,0.7320556489285082,2020-02-18,1,2020-03-23,2020-03-23
277,0.25,0.7434210397303105,2020-02-18,1,2020-03-23,0.03,0.6654896563850343,2020-02-29,1,2020-03-23,2020-03-23
278,0.26,0.04878776781260968,2020-02-18,1,2020-03-23,1.92,0.9907683751080185,2020-02-26,1,2020-03-23,2020-03-23
279,0.27,0.7218556514009834,2020-02-18,1,2020-03-23,0.02,0.6101349492091686,2020-02-16,1,2020-03-23,2020-03-23
280,0.28,0.31674620378762486,2020-02-18,1,2020-03-23,1.21,0.22857184312306345,2020-03-01,1,2020-03-23,2020-03-23
281,0.29,0.14617430381476879,2020-02-18,1,2020-03-23,1.41,0.0995680745691061,2020-02-19,1,2020-03-23,2020-03-23
282,0.3,0.5218878086656332,2020-02-18,1,2020-03-23,1.4000000000000001,0.8704809627961367,2020-03-01,1,2020-03-23,2020-03-23
283,0.31,0.4760985400527716,2020-02-18,1,2020-03-23,0.26,0.18896248564124107,2020-02-25,1,2020-03-23,2020-03-23
284,0.32,0.27391940206289295,2020-02-18,1,2020-03-23,2.27,0.4811479989439249,2020-03-06,1,2020-03-23,2020-03-23
285,0.33,0.4438157550990582,2020-02-18,1,2020-03-23,2.06,0.787732858909294,2020-03-08,1,2020-03-23,2020-03-23
286,0.34,0.29493460431694984,2020-02-18,1,2020-03-23,2.42,0.174491768470034,2020-02-21,1,2020-03-23,2020-03-23
287,0.35000000000000003,0.6194279482588172,2020-02-18,1,2020-03-23,0.78,0.3964450496714562,2020-03-03,1,2020-03-23,2020-03-23
288,0.36,0.6660992898046971,2020-02-18,1,2020-03-23,2.35,0.5825072566512972,2020-02-16,1,2020-03-23,2020-03-23
289,0.37,0.16611002404242756,2020-02-18,1,2020-03-23,0.2,0.16536729410290718,2020-02-26,1,2020-03-23,2020-03-23
290,0.38,0.2403148176148534,2020-02-18,1,2020-03-23,1.94,0.9776821949053556,2020-03-07,1,2020-03-23,2020-03-23
291,0.39,0.49093132801353934,2020-02-18,1,2020-03-23,1.35,0.1793670761398971,2020-02-28,1,2020-03-23,2020-03-23
292,0.4,0.5438319686800241,2020-02-18,1,2020-03-23,1.4000000000000001,0.48159745801240206,2020-03-08,1,2020-03-23,2020-03-23
293,0.41000000000000003,0.4723951773718,2020-02-18,1,2020-03-23,2.31,0.6572158224880695,2020-03-12,1,2020-03-23,2020-03-23
294,0.42,0.35468596983700995,2020-02-18,1,2020-03-23,0.97,0.314711807994172,2020-03-12,1,2020-03-23,2020-03-23
295,0.43,0.6277588853612542,2020-02-18,1,2020-03-23,1.61,0.31211086362600327,2020-02-15,1,2020-03-23,2020-03-23
296,0.44,0.3943909175693989,2020-02-18,1,2020-03-23,1.8900000000000001,0.23188494332134724,2020-02-27,1,2020-03-23,2020-03-23
297,0.45,0.12983480393886568,2020-02-18,1,2020-03-23,2.49,0.5669141402468085,2020-02-18,1,2020-03-23,2020-03-23
298,0.46,0.05066823344677687,2020-02-18,1,2020-03-23,0.7000000000000001,0.6489988230168819,2020-02-16,1,2020-03-23,2020-03-23
299,0.47000000000000003,0.1540836647152901,2020-02-18,1,2020-03-23,2.33,0.7446677854750305,2020-02-17,1,2020-03-23,2020-03-23
300,0.48,0.22550754807889462,2020-02-18,1,2020-03-23,1.45,0.7382697770372033,2020-02-15,1,2020-03-23,2020-03-23
301,0.49,0.6418290063738823,2020-02-18,1,2020-03-23,0.32,0.8646606486290693,2020-02-29,1,2020-03-23,2020-03-23
302,0.5,0.08782945163547994,2020-02-18,1,2020-03-23,1.1500000000000001,0.8601681678555906,2020-03-12,1,2020-03-23,2020-03-23
303,0.51,0.4764460675418377,2020-02-18,1,2020-03-23,0.26,0.337735372595489,2020-02-27,1,2020-03-23,2020-03-23
304,0.52,0.34307070113718513,2020-02-18,1,2020-03-23,0.5,0.6779332209844142,2020-03-02,1,2020-03-23,2020-03-23
305,0.53,0.5727617440745235,2020-02-18,1,2020-03-23,1.37,0.4476620554924011,2020-02-27,1,2020-03-23,2020-03-23
306,0.54,0.6264174167066813,2020-02-18,1,2020-03-23,2.09,0.6390282881911844,2020-02-17,1,2020-03-23,2020-03-23
307,0.55,0.0598817739635706,2020-02-18,1,2020-03-23,1.11,0.8337408767547458,2020-03-10,1,2020-03-23,2020-03-23
308,0.56,0.6374263333156706,2020-02-18,1,2020-03-23,0.41000000000000003,0.6169299974571913,2020-02-15,1,2020-03-23,2020-03-23
309,0.5700000000000001,0.3141262535005808,2020-02-18,1,2020-03-23,1.5,0.8025120252277702,2020-03-12,1,2020-03-23,2020-03-23
310,0.58,0.417625180259347,2020-02-18,1,2020-03-23,2.34,0.8948014236520976,2020-03-02,1,2020-03-23,2020-03-23
311,0.59,0.4061636595055461,2020-02-18,1,2020-03-23,0.15,0.07635681005194783,2020-02-15,1,2020-03-23,2020-03-23
312,0.6,0.1655063098296523,2020-02-18,1,2020-03-23,1.49,0.41374084376730025,2020-03-08,1,2020-03-23,2020-03-23
313,0.61,0.13277892488986254,2020-02-18,1,2020-03-23,2.23,0.7371862791478634,2020-02-29,1,2020-03-23,2020-03-23
314,0.62,0.49749790467321875,2020-02-18,1,2020-03-23,1.07,0.3716775805223733,2020-02-18,1,2020-03-23,2020-03-23
315,0.63,0.6612863261252642,2020-02-18,1,2020-03-23,1.68,0.21543318568728864,2020-02-25,1,2020-03-23,2020-03-23
316,0.64,0.7776980327442289,2020-02-18,1,2020-03-23,0.33,0.34146329341456294,2020-02-26,1,2020-03-23,2020-03-23
317,0.65,0.7138163084164262,2020-02-18,1,2020-03-23,0.62,0.00673877215012908,2020-03-03,1,2020-03-23,2020-03-23
318,0.66,0.7015890045091511,2020-02-18,1,2020-03-23,2.45,0.8686318465042859,2020-03-11,1,2020-03-23,2020-03-23
319,0.67,0.026724312081933023,2020-02-18,1,2020-03-23,2.5,0.2948462984059006,2020-02-17,1,2020-03-23,2020-03-23
320,0.68,0.3484729714691639,2020-02-18,1,2020-03-23,1.74,0.6980224980507046,2020-03-10,1,2020-03-23,2020-03-23
321,0.6900000000000001,0.23444000370800497,2020-02-18,1,2020-03-23,1.28,0.6757522094994783,2020-02-26,1,2020-03-23,2020-03-23
322,0.7000000000000001,0.27572435811161994,2020-02-18,1,2020-03-23,1.45,0.2915027914568782,2020-03-07,1,2020-03-23,2020-03-23
323,0.71,0.256717124581337,2020-02-18,1,2020-03-23,0.38,0.11973046907223761,2020-02-25,1,2020-03-23,2020-03-23
324,0.72,0.3208863098174334,2020-02-18,1,2020-03-23,1.3,0.929432881064713,2020-02-18,1,2020-03-23,2020-03-23
325,0.73,0.17898713182657958,2020-02-18,1,2020-03-23,0.68,0.126104042166844,2020-03-02,1,2020-03-23,2020-03-23
326,0.74,0.14833363350480797,2020-02-18,1,2020-03-23,0.99,0.6620604768395424,2020-03-07,1,2020-03-23,2020-03-23
327,0.75,0.20962542090564967,2020-02-18,1,2020-03-23,2.31,0.5222632323857397,2020-02-22,1,2020-03-23,2020-03-23
328,0.76,0.5032605031505227,2020-02-18,1,2020-03-23,0.85,0.42097637499682605,2020-02-25,1,2020-03-23,2020-03-23
329,0.77,0.608616491034627,2020-02-18,1,2020-03-23,0.28,0.29313043295405805,2020-03-05,1,2020-03-23,2020-03-23
330,0.78,0.6162031412124634,2020-02-18,1,2020-03-23,1.52,0.5531676691025496,2020-03-09,1,2020-03-23,2020-03-23
331,0.79,0.1350662896409631,2020-02-18,1,2020-03-23,1.3800000000000001,0.9823870190884918,2020-02-17,1,2020-03-23,2020-03-23
332,0.8,0.6384368967264891,2020-02-18,1,2020-03-23,1.03,0.6729635898955166,2020-03-08,1,2020-03-23,2020-03-23
333,0.81,0.5969942567870021,2020-02-18,1,2020-03-23,1.98,0.8922546480316669,2020-03-07,1,2020-03-23,2020-03-23
334,0.8200000000000001,0.42014266401529315,2020-02-18,1,2020-03-23,1.81,0.9175820909440517,2020-02-26,1,2020-03-23,2020-03-23
335,0.8300000000000001,0.04633556287735701,2020-02-18,1,2020-03-23,1.02,0.49529883032664657,2020-02-23,1,2020-03-23,2020-03-23
336,0.84,0.11956764813512565,2020-02-18,1,2020-03-23,0.39,0.00839881133288145,2020-02-17,1,2020-03-23,2020-03-23
337,0.85,0.004674669727683068,2020-02-18,1,2020-03-23,2.0300000000000002,0.555060128448531,2020-02-15,1,2020-03-23,2020-03-23
338,0.86,0.19804816208779813,2020-02-18,1,2020-03-23,2.18,0.9177370006218553,2020-03-04,1,2020-03-23,2020-03-23
339,0.87,0.16824250649660827,2020-02-18,1,2020-03-23,1.01,0.20282664452679455,2020-03-11,1,2020-03-23,2020-03-23
340,0.88,0.044996998459100726,2020-02-18,1,2020-03-23,0.35000000000000003,0.8307437542825937,2020-02-27,1,2020-03-23,2020-03-23
341,0.89,0.5386664809659124,2020-02-18,1,2020-03-23,2.02,0.3177773754578084,2020-02-17,1,2020-03-23,2020-03-23
342,0.9,0.6331192990764976,2020-02-18,1,2020-03-23,1.95,0.3680332391522825,2020-03-02,1,2020-03-23,2020-03-23
343,0.91,0.769234917126596,2020-02-18,1,2020-03-23,1.1,0.20218917075544596,2020-03-12,1,2020-03-23,2020-03-23
344,0.92,0.3965903025120497,2020-02-18,1,2020-03-23,1.1500000000000001,0.011832477059215307,2020-02-15,1,2020-03-23,2020-03-23
345,0.93,0.6087168786674738,2020-02-18,1,2020-03-23,1.36,0.32455438026227057,2020-02-24,1,2020-03-23,2020-03-23
346,0.9400000000000001,0.31979569718241696,2020-02-18,1,2020-03-23,2.2800000000000002,0.3245409952942282,2020-02-24,1,2020-03-23,2020-03-23
347,0.9500000000000001,0.4396113557741046,2020-02-18,1,2020-03-23,1.35,0.8820763255935162,2020-02-24,1,2020-03-23,2020-03-23
348,0.96,0.17675263099372387,2020-02-18,1,2020-03-23,0.18,0.17242660140618682,2020-03-10,1,2020-03-23,2020-03-23
349,0.97,0.1275249792262912,2020-02-18,1,2020-03-23,0.64,0.4550166337285191,2020-02-25,1,2020-03-23,2020-03-23
350,0.98,0.28702683560550213,2020-02-18,1,2020-03-23,2.38,0.994369808351621,2020-03-13,1,2020-03-23,2020-03-23
351,0.99,0.3060016188770533,2020-02-18,1,2020-03-23,2.02,0.22474331315606833,2020-03-12,1,2020-03-23,2020-03-23
352,1,0.21076450776308775,2020-02-18,1,2020-03-23,0.68,0.529222987126559,2020-03-10,1,2020-03-23,2020-03-23
353,1.01,0.1533319275826216,2020-02-18,1,2020-03-23,2.41,0.8242015249561518,2020-02-27,1,2020-03-23,2020-03-23
354,1.02,0.4809904688969255,2020-02-18,1,2020-03-23,2.37,0.082866829354316,2020-02-18,1,2020-03-23,2020-03-23
355,1.03,0.6791101848706603,2020-02-18,1,2020-03-23,0.04,0.3749164785258472,2020-02-24,1,2020-03-23,2020-03-23
356,1.04,0.12621529772877693,2020-02-18,1,2020-03-23,0.06,0.7834571446292102,2020-02-20,1,2020-03-23,2020-03-23
357,1.05,0.7307447239756585,2020-02-18,1,2020-03-23,0.37,0.37595715932548046,2020-03-05,1,2020-03-23,2020-03-23
358,1.06,0.5031494479626417,2020-02-18,1,2020-03-23,0.15,0.8281997649464756,2020-03-02,1,2020-03-23,2020-03-23
359,1.07,0.676454534009099,2020-02-18,1,2020-03-23,0.01,0.32257613679394126,2020-02-16,1,2020-03-23,2020-03-23
360,1.08,0.7972507920116186,2020-02-18,1,2020-03-23,1.74,0.8002260213252157,2020-03-11,1,2020-03-23,2020-03-23
361,1.09,0.07445034980773926,2020-02-18,1,2020-03-23,2.42,0.9106703295838088,2020-02-19,1,2020-03-23,2020-03-23
362,1.1,0.6751420598477126,2020-02-18,1,2020-03-23,2.27,0.3844571060035378,2020-03-08,1,2020-03-23,2020-03-23
363,1.11,0.5941441593691706,2020-02-18,1,2020-03-23,1.75,0.2935283596161753,2020-03-09,1,2020-03-23,2020-03-23
364,1.12,0.01408314909785986,2020-02-18,1,2020-03-23,1.31,0.46965703973546624,2020-02-26,1,2020-03-23,2020-03-23
365,1.1300000000000001,0.5614921459928155,2020-02-18,1,2020-03-23,2.31,0.5758239526767284,2020-03-11,1,2020-03-23,2020-03-23
366,1.1400000000000001,0.20382227506488562,2020-02-18,1,2020-03-23,1.75,0.8370658350177109,2020-02-15,1,2020-03-23,2020-03-23
367,1.1500000000000001,0.1009997932240367,2020-02-18,1,2020-03-23,0.29,0.4857169194146991,2020-02-23,1,2020-03-23,2020-03-23
368,1.16,0.5428289854899049,2020-02-18,1,2020-03-23,0.6900000000000001,0.8128090966492891,2020-02-15,1,2020-03-23,2020-03-23
369,1.17,0.5312204819172621,2020-02-18,1,2020-03-23,0.47000000000000003,0.8277281359769404,2020-02-19,1,2020-03-23,2020-03-23
370,1.18,0.707181072048843,2020-02-18,1,2020-03-23,2.17,0.17038212530314922,2020-02-19,1,2020-03-23,2020-03-23
371,1.19,0.19503421615809202,2020-02-18,1,2020-03-23,1.07,0.13919910043478012,2020-02-26,1,2020-03-23,2020-03-23
372,1.2,0.42220544535666704,2020-02-18,1,2020-03-23,1.67,0.5633257115259767,2020-02-23,1,2020-03-23,2020-03-23
373,1.21,0.5678350806236268,2020-02-18,1,2020-03-23,0.34,0.516414723591879,2020-02-23,1,2020-03-23,2020-03-23
374,1.22,0.5742889555171132,2020-02-18,1,2020-03-23,1.1400000000000001,0.8017364330589771,2020-02-23,1,2020-03-23,2020-03-23
375,1.23,0.6649103770032525,2020-02-18,1,2020-03-23,1.93,0.6086794184520841,2020-02-22,1,2020-03-23,2020-03-23
376,1.24,0.5287057699635626,2020-02-18,1,2020-03-23,2.1,0.08028674847446382,2020-03-07,1,2020-03-23,2020-03-23
377,1.25,0.3957299953326583,2020-02-18,1,2020-03-23,1.18,0.740232513519004,2020-02-25,1,2020-03-23,2020-03-23
378,1.26,0.4136742278933525,2020-02-18,1,2020-03-23,0.13,0.24338653567247093,2020-02-18,1,2020-03-23,2020-03-23
379,1.27,0.6997861986979843,2020-02-18,1,2020-03-23,0.21,0.8283809737768024,2020-03-12,1,2020-03-23,2020-03-23
380,1.28,0.7160622557625175,2020-02-18,1,2020-03-23,1.19,0.37936484068632126,2020-02-25,1,2020-03-23,2020-03-23
381,1.29,0.6117716437205672,2020-02-18,1,2020-03-23,1.05,0.7451754193753004,2020-03-06,1,2020-03-23,2020-03-23
382,1.3,0.5015057606622577,2020-02-18,1,2020-03-23,1.87,0.33378955931402743,2020-02-20,1,2020-03-23,2020-03-23
383,1.31,0.4265774579718709,2020-02-18,1,2020-03-23,1.24,0.7855384307913482,2020-02-26,1,2020-03-23,2020-03-23
384,1.32,0.06450342293828726,2020-02-18,1,2020-03-23,1,0.8958468423224986,2020-02-27,1,2020-03-23,2020-03-23
385,1.33,0.1699364459142089,2020-02-18,1,2020-03-23,1.68,0.8235802855342627,2020-03-11,1,2020-03-23,2020-03-23
386,1.34,0.0999577458947897,2020-02-18,1,2020-03-23,0.19,0.9201544933021069,2020-03-04,1,2020-03-23,2020-03-23
387,1.35,0.6521426120772958,2020-02-18,1,2020-03-23,0.9500000000000001,0.32831818074919283,2020-03-11,1,2020-03-23,2020-03-23
388,1.36,0.15402719490230085,2020-02-18,1,2020-03-23,1.29,0.36709998548030853,2020-02-23,1,2020-03-23,2020-03-23
389,1.37,0.3556315258145333,2020-02-18,1,2020-03-23,2.08,0.6683902740478516,2020-03-04,1,2020-03-23,2020-03-23
390,1.3800000000000001,0.26784571763128046,2020-02-18,1,2020-03-23,0.13,0.010092914570122957,2020-03-13,1,2020-03-23,2020-03-23
391,1.3900000000000001,0.2228825852274895,2020-02-18,1,2020-03-23,2.34,0.24626270728185773,2020-02-29,1,2020-03-23,2020-03-23
392,1.4000000000000001,0.4211491694673896,2020-02-18,1,2020-03-23,0.87,0.3179719902109355,2020-02-27,1,2020-03-23,2020-03-23
393,1.41,0.16794715933501722,2020-02-18,1,2020-03-23,1.2,0.333621738711372,2020-03-08,1,2020-03-23,2020-03-23
